180 findings in intellicrack\handlers\pefile_handler.py

intellicrack\handlers\pefile_handler.py:37: unused variable 'RESOURCE' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:88: unused variable 'LOADED' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:96: unused variable 'UNLOADING' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:257: unused attribute '_logger_refs' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:1789: unused attribute 'enabled_plugins' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:683: unused method 'add_watcher' (60% confidence, 3 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:711: unused method 'get_metadata' (60% confidence, 3 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:747: unused method 'update_config' (60% confidence, 3 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:1763: unused method 'get_recent_events' (60% confidence, 3 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:3142: unused method 'get_active_analyses' (60% confidence, 3 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:687: unused method 'remove_watcher' (60% confidence, 4 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:768: unused method 'log_performance_metric' (60% confidence, 6 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:3309: unused method 'execute_in_thread' (60% confidence, 7 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:3300: unused method 'execute_in_process' (60% confidence, 8 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:798: unused method 'get_metadata' (60% confidence, 11 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:1056: unused method 'get_metadata' (60% confidence, 11 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:1353: unused method 'get_metadata' (60% confidence, 11 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:2276: unused method 'get_plugins_by_capability' (60% confidence, 11 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:2288: unused method 'get_plugins_by_type' (60% confidence, 11 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:2763: unused method 'cancel_workflow' (60% confidence, 11 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:1606: unused method 'unsubscribe' (60% confidence, 12 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:2775: unused method 'get_available_workflows' (60% confidence, 13 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:370: unused method 'log_plugin_operation' (60% confidence, 16 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:387: unused method 'log_workflow_step' (60% confidence, 24 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:3317: unused method 'start_external_process' (60% confidence, 25 lines)

intellicrack\plugins\custom_modules\intellicrack_core_engine.py:3653: unused method 'process_api_request' (60% confidence, 26 lines)


30 findings in intellicrack\utils\windows\service_manager.py

intellicrack\utils\windows\service_manager.py:17: unused variable 'STOPPED' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:18: unused variable 'START_PENDING' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:19: unused variable 'STOP_PENDING' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:21: unused variable 'CONTINUE_PENDING' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:22: unused variable 'PAUSE_PENDING' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:29: unused variable 'KERNEL_DRIVER' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:30: unused variable 'FILE_SYSTEM_DRIVER' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:31: unused variable 'ADAPTER' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:32: unused variable 'RECOGNIZER_DRIVER' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:33: unused variable 'WIN32_OWN_PROCESS' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:34: unused variable 'WIN32_SHARE_PROCESS' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:35: unused variable 'INTERACTIVE_PROCESS' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:41: unused variable 'BOOT_START' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:43: unused variable 'AUTO_START' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:44: unused variable 'DEMAND_START' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:56: unused variable 'start_type' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:100: unused variable 'SC_MANAGER_QUERY_LOCK_STATUS' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:103: unused variable 'SERVICE_CHANGE_CONFIG' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:105: unused variable 'SERVICE_ENUMERATE_DEPENDENTS' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:109: unused variable 'SERVICE_INTERROGATE' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:110: unused variable 'SERVICE_USER_DEFINED_CONTROL' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:116: unused variable 'SERVICE_CONTROL_INTERROGATE' (60% confidence, 1 line)

intellicrack\utils\windows\service_manager.py:514: unused method 'is_service_running' (60% confidence, 12 lines)

intellicrack\utils\windows\service_manager.py:527: unused method 'wait_for_state' (60% confidence, 26 lines)

intellicrack\utils\windows\service_manager.py:314: unused method 'stop_service' (60% confidence, 39 lines)

intellicrack\utils\windows\service_manager.py:354: unused method 'pause_service' (60% confidence, 39 lines)

intellicrack\utils\windows\service_manager.py:394: unused method 'continue_service' (60% confidence, 39 lines)

intellicrack\utils\windows\service_manager.py:434: unused method 'delete_service' (60% confidence, 39 lines)

intellicrack\utils\windows\service_manager.py:265: unused method 'start_service' (60% confidence, 48 lines)

intellicrack\utils\windows\service_manager.py:180: unused method 'get_service_info' (60% confidence, 65 lines)


30 findings in intellicrack\utils\core\final_utilities.py

intellicrack\utils\core\final_utilities.py:2278: unused function 'on_training_finished' (60% confidence, 8 lines)

intellicrack\utils\core\final_utilities.py:2465: unused function 'add_dataset_row' (60% confidence, 9 lines)

intellicrack\utils\core\final_utilities.py:2509: unused function 'showEvent' (60% confidence, 9 lines)

intellicrack\utils\core\final_utilities.py:2520: unused function 'patches_reordered' (60% confidence, 9 lines)

intellicrack\utils\core\final_utilities.py:2531: unused function 'do_GET' (60% confidence, 11 lines)

intellicrack\utils\core\final_utilities.py:196: unused function 'update_training_progress' (60% confidence, 12 lines)

intellicrack\utils\core\final_utilities.py:2495: unused function 'add_recommendations' (60% confidence, 12 lines)

intellicrack\utils\core\final_utilities.py:1162: unused function 'truncate_text' (60% confidence, 16 lines)

intellicrack\utils\core\final_utilities.py:2476: unused function 'add_image' (60% confidence, 17 lines)

intellicrack\utils\core\final_utilities.py:272: unused function 'accelerate_hash_calculation' (60% confidence, 18 lines)

intellicrack\utils\core\final_utilities.py:1180: unused function 'center_on_screen' (60% confidence, 19 lines)

intellicrack\utils\core\final_utilities.py:2444: unused function 'add_code_snippet' (60% confidence, 19 lines)

intellicrack\utils\core\final_utilities.py:140: unused function 'browse_model' (60% confidence, 21 lines)

intellicrack\utils\core\final_utilities.py:1062: unused function 'initialize_memory_optimizer' (60% confidence, 23 lines)

intellicrack\utils\core\final_utilities.py:2381: unused function 'create_full_feature_model' (60% confidence, 23 lines)

intellicrack\utils\core\final_utilities.py:1036: unused function 'force_memory_cleanup' (60% confidence, 24 lines)

intellicrack\utils\core\final_utilities.py:404: unused function 'get_resource_type' (60% confidence, 25 lines)

intellicrack\utils\core\final_utilities.py:87: unused function 'add_table' (60% confidence, 26 lines)

intellicrack\utils\core\final_utilities.py:347: unused function 'identify_changed_sections' (60% confidence, 26 lines)

intellicrack\utils\core\final_utilities.py:1134: unused function 'select_backend_for_workload' (60% confidence, 26 lines)

intellicrack\utils\core\final_utilities.py:2291: unused function 'create_dataset' (60% confidence, 27 lines)

intellicrack\utils\core\final_utilities.py:2352: unused function 'load_dataset_preview' (60% confidence, 27 lines)

intellicrack\utils\core\final_utilities.py:431: unused function 'cache_analysis_results' (60% confidence, 29 lines)

intellicrack\utils\core\final_utilities.py:2320: unused function 'augment_dataset' (60% confidence, 30 lines)

intellicrack\utils\core\final_utilities.py:163: unused function 'show_analysis_results' (60% confidence, 31 lines)

intellicrack\utils\core\final_utilities.py:2406: unused function 'predict_vulnerabilities' (60% confidence, 33 lines)

intellicrack\utils\core\final_utilities.py:225: unused function 'monitor_memory' (60% confidence, 42 lines)

intellicrack\utils\core\final_utilities.py:1087: unused function 'sandbox_process' (60% confidence, 45 lines)

intellicrack\utils\core\final_utilities.py:1303: unused function 'submit_report' (60% confidence, 58 lines)

intellicrack\utils\core\final_utilities.py:2544: unused function 'display_patch_validation_results' (60% confidence, 115 lines)


28 findings in intellicrack\handlers\matplotlib_handler.py

intellicrack\handlers\matplotlib_handler.py:40: unused variable 'outline' (100% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:178: unused attribute '_size_policy' (60% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:194: unused attribute '_size_policy' (60% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:239: unused attribute '_canvas' (60% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:294: unused variable 'h_pad' (100% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:295: unused variable 'w_pad' (100% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:350: unused variable 'bbox_inches' (100% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:1302: unused attribute '_size_policy' (60% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:1341: unused attribute '_pack_params' (60% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:1351: unused attribute '_grid_params' (60% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:1472: unused attribute 'integer' (60% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:2049: unused variable 'pyplot' (60% confidence, 1 line)

intellicrack\handlers\matplotlib_handler.py:1270: unused method 'flush_events' (60% confidence, 6 lines)

intellicrack\handlers\matplotlib_handler.py:1262: unused method 'draw_idle' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:2062: unused function 'get_plt' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:2071: unused function 'get_figure_class' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:2080: unused function 'get_axes_class' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:2089: unused function 'get_rectangle_class' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:2098: unused function 'get_circle_class' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:2107: unused function 'get_polygon_class' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:2116: unused function 'get_funcformatter_class' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:2125: unused function 'get_maxnlocator_class' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:2134: unused function 'get_pdfpages_class' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:2143: unused function 'get_mpl' (60% confidence, 7 lines)

intellicrack\handlers\matplotlib_handler.py:584: unused method 'get_axes' (60% confidence, 8 lines)

intellicrack\handlers\matplotlib_handler.py:281: unused method 'suptitle' (60% confidence, 9 lines)

intellicrack\handlers\matplotlib_handler.py:265: unused method 'add_axes' (60% confidence, 15 lines)

intellicrack\handlers\matplotlib_handler.py:307: unused method 'subplots_adjust' (60% confidence, 37 lines)


27 findings in intellicrack\ai\enhanced_training_interface.py

intellicrack\ai\enhanced_training_interface.py:130: unused attribute '_data_x' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:131: unused attribute '_data_y' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:150: unused attribute '_legend_enabled' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:170: unused attribute '_data_x' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:171: unused attribute '_data_y' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:181: unused attribute '_data_x' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:182: unused attribute '_data_y' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:238: unused attribute '_legend_enabled' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:271: unused variable 'PREPARING' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:272: unused variable 'TRAINING' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:286: unused variable 'output_directory' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:296: unused variable 'loss_function' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:298: unused variable 'patience' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:304: unused variable 'freeze_layers' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:308: unused variable 'multi_gpu' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:309: unused variable 'mixed_precision' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:312: unused variable 'save_checkpoints' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:313: unused variable 'checkpoint_frequency' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:314: unused variable 'tensorboard_logging' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:335: unused variable 'training_time' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:931: unused attribute '_last_activations' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:967: unused attribute '_adam_params' (60% confidence, 1 line)

intellicrack\ai\enhanced_training_interface.py:200: unused method 'enableAutoRange' (60% confidence, 6 lines)

intellicrack\ai\enhanced_training_interface.py:236: unused method 'addLegend' (60% confidence, 7 lines)

intellicrack\ai\enhanced_training_interface.py:2030: unused method 'get_best_parameters' (60% confidence, 12 lines)

intellicrack\ai\enhanced_training_interface.py:1518: unused method 'get_preprocessing_config' (60% confidence, 14 lines)

intellicrack\ai\enhanced_training_interface.py:2585: unused function 'create_enhanced_training_interface' (60% confidence, 19 lines)


27 findings in intellicrack\core\analysis\symbolic_devirtualizer.py

intellicrack\core\analysis\symbolic_devirtualizer.py:60: unused variable 'BFS' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:62: unused variable 'CONCOLIC' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:93: unused variable 'VM_EXIT' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:101: unused variable 'vm_ip_symbolic' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:102: unused variable 'vm_sp_symbolic' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:103: unused variable 'vm_stack_symbolic' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:104: unused variable 'vm_registers' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:105: unused variable 'native_registers_mapping' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:107: unused variable 'path_history' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:121: unused variable 'operand_count' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:129: unused variable 'original_vm_entry' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:130: unused variable 'original_vm_exit' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:132: unused variable 'handlers_executed' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:133: unused variable 'lifted_semantics' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:136: unused variable 'control_flow_edges' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:152: unused variable 'total_paths_explored' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:153: unused variable 'total_constraints_solved' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:155: unused variable 'analysis_time_seconds' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:168: unused attribute 'visited_handlers' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:242: unused attribute 'handler_semantics' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:255: unused attribute 'ks_x86' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:256: unused attribute 'ks_x64' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:538: unused attribute 'qword' (60% confidence, 1 line)

intellicrack\core\analysis\symbolic_devirtualizer.py:808: unused function 'devirtualize_vmprotect' (60% confidence, 4 lines)

intellicrack\core\analysis\symbolic_devirtualizer.py:814: unused function 'devirtualize_themida' (60% confidence, 4 lines)

intellicrack\core\analysis\symbolic_devirtualizer.py:820: unused function 'devirtualize_generic' (60% confidence, 10 lines)

intellicrack\core\analysis\symbolic_devirtualizer.py:97: unused class 'SymbolicVMContext' (60% confidence, 11 lines)


26 findings in intellicrack\core\protection_bypass\dongle_emulator.py

intellicrack\core\protection_bypass\dongle_emulator.py:58: unused variable 'WIBUKEY' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:59: unused variable 'SAFENET' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:60: unused variable 'SUPERPRO' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:62: unused variable 'DINKEY' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:72: unused variable 'HASP_INV_FILEID' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:73: unused variable 'HASP_OLD_DRIVER' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:74: unused variable 'HASP_NO_DRIVER' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:77: unused variable 'HASP_ALREADY_LOGGED_IN' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:78: unused variable 'HASP_NO_API_DYLIB' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:87: unused variable 'SP_ACCESS_DENIED' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:88: unused variable 'SP_PORT_IS_BUSY' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:89: unused variable 'SP_WRITE_NOT_READY' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:90: unused variable 'SP_NO_PORT_FOUND' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:91: unused variable 'SP_ALREADY_OPEN' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:200: unused variable 'des_key' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:231: unused variable 'query_buffer' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:234: unused variable 'des_key' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:283: unused attribute 'alt_setting' (60% confidence, 1 line)

intellicrack\core\protection_bypass\dongle_emulator.py:360: unused method 'bulk_transfer' (60% confidence, 5 lines)

intellicrack\core\protection_bypass\dongle_emulator.py:1600: unused method 'generate_emulation_script' (60% confidence, 11 lines)

intellicrack\core\protection_bypass\dongle_emulator.py:1633: unused method 'clear_emulation' (60% confidence, 11 lines)

intellicrack\core\protection_bypass\dongle_emulator.py:296: unused method 'control_transfer' (60% confidence, 16 lines)

intellicrack\core\protection_bypass\dongle_emulator.py:1612: unused method 'get_emulation_status' (60% confidence, 20 lines)

intellicrack\core\protection_bypass\dongle_emulator.py:1518: unused method 'process_hasp_challenge' (60% confidence, 22 lines)

intellicrack\core\protection_bypass\dongle_emulator.py:1541: unused method 'read_dongle_memory' (60% confidence, 27 lines)

intellicrack\core\protection_bypass\dongle_emulator.py:1569: unused method 'write_dongle_memory' (60% confidence, 30 lines)


26 findings in intellicrack\plugins\custom_modules\performance_optimizer.py

intellicrack\plugins\custom_modules\performance_optimizer.py:101: unused variable 'GPU_USAGE' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:102: unused variable 'GPU_MEMORY' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:103: unused variable 'THREAD_COUNT' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:104: unused variable 'PROCESS_COUNT' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:134: unused variable 'pool_type' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:135: unused variable 'initial_size' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:137: unused variable 'growth_factor' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:138: unused variable 'shrink_threshold' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:140: unused variable 'available_items' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:141: unused variable 'in_use_items' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:142: unused variable 'creation_func' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:417: unused variable 'fut' (100% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:551: unused attribute 'compression_cache' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:822: unused attribute 'last_cpu_times' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:823: unused attribute 'last_io_counters' (60% confidence, 1 line)

intellicrack\plugins\custom_modules\performance_optimizer.py:181: unused method 'return_buffer' (60% confidence, 12 lines)

intellicrack\plugins\custom_modules\performance_optimizer.py:1437: unused function 'optimize_cpu' (60% confidence, 12 lines)

intellicrack\plugins\custom_modules\performance_optimizer.py:130: unused class 'ResourcePool' (60% confidence, 13 lines)

intellicrack\plugins\custom_modules\performance_optimizer.py:629: unused method 'optimize_read_ahead' (60% confidence, 14 lines)

intellicrack\plugins\custom_modules\performance_optimizer.py:161: unused method 'get_buffer' (60% confidence, 19 lines)

intellicrack\plugins\custom_modules\performance_optimizer.py:1276: unused method 'set_optimization_level' (60% confidence, 20 lines)

intellicrack\plugins\custom_modules\performance_optimizer.py:1297: unused method 'optimize_all' (60% confidence, 20 lines)

intellicrack\plugins\custom_modules\performance_optimizer.py:483: unused method 'get_optimal_batch_size' (60% confidence, 25 lines)

intellicrack\plugins\custom_modules\performance_optimizer.py:554: unused method 'optimized_read' (60% confidence, 26 lines)

intellicrack\plugins\custom_modules\performance_optimizer.py:581: unused method 'detect_compression' (60% confidence, 28 lines)

intellicrack\plugins\custom_modules\performance_optimizer.py:707: unused method 'execute_optimized' (60% confidence, 53 lines)


24 findings in intellicrack\ai\llm_backends.py

intellicrack\ai\llm_backends.py:136: unused variable 'HUGGINGFACE' (60% confidence, 1 line)

intellicrack\ai\llm_backends.py:3069: unused variable 'LocalModelBackend' (60% confidence, 1 line)

intellicrack\ai\llm_backends.py:2669: unused method 'add_llm' (60% confidence, 3 lines)

intellicrack\ai\llm_backends.py:2685: unused method 'list_llms' (60% confidence, 3 lines)

intellicrack\ai\llm_backends.py:116: unused function '_load_model_pretrained' (60% confidence, 4 lines)

intellicrack\ai\llm_backends.py:2216: unused method 'register_tools_for_llm' (60% confidence, 5 lines)

intellicrack\ai\llm_backends.py:2661: unused method 'preload_model' (60% confidence, 7 lines)

intellicrack\ai\llm_backends.py:2778: unused function 'create_google_config' (60% confidence, 8 lines)

intellicrack\ai\llm_backends.py:2123: unused method 'set_active_llm' (60% confidence, 10 lines)

intellicrack\ai\llm_backends.py:2487: unused method 'add_queued_progress_callback' (60% confidence, 10 lines)

intellicrack\ai\llm_backends.py:2650: unused method 'configure_lazy_loading' (60% confidence, 10 lines)

intellicrack\ai\llm_backends.py:2813: unused function 'create_pytorch_config' (60% confidence, 11 lines)

intellicrack\ai\llm_backends.py:2826: unused function 'create_tensorflow_config' (60% confidence, 11 lines)

intellicrack\ai\llm_backends.py:2839: unused function 'create_onnx_config' (60% confidence, 11 lines)

intellicrack\ai\llm_backends.py:2852: unused function 'create_safetensors_config' (60% confidence, 11 lines)

intellicrack\ai\llm_backends.py:2865: unused function 'create_gptq_config' (60% confidence, 11 lines)

intellicrack\ai\llm_backends.py:2878: unused function 'create_huggingface_local_config' (60% confidence, 11 lines)

intellicrack\ai\llm_backends.py:2389: unused method 'stream_script_generation' (60% confidence, 12 lines)

intellicrack\ai\llm_backends.py:2611: unused method 'unload_all_llms' (60% confidence, 12 lines)

intellicrack\ai\llm_backends.py:3046: unused function 'get_llm_backend' (60% confidence, 12 lines)

intellicrack\ai\llm_backends.py:2593: unused method 'unload_llm' (60% confidence, 17 lines)

intellicrack\ai\llm_backends.py:2340: unused method 'analyze_protection_patterns' (60% confidence, 48 lines)

intellicrack\ai\llm_backends.py:2282: unused method 'refine_script_content' (60% confidence, 57 lines)

intellicrack\ai\llm_backends.py:2402: unused method 'validate_script_syntax' (60% confidence, 58 lines)


24 findings in intellicrack\core\analysis\memory_forensics_engine.py

intellicrack\core\analysis\memory_forensics_engine.py:50: unused variable 'PROCESS_LIST' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:51: unused variable 'NETWORK_CONNECTIONS' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:52: unused variable 'FILE_HANDLES' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:54: unused variable 'LOADED_MODULES' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:55: unused variable 'MEMORY_SECTIONS' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:56: unused variable 'INJECTED_CODE' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:57: unused variable 'HIDDEN_PROCESSES' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:58: unused variable 'ROOTKIT_ARTIFACTS' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:59: unused variable 'LICENSE_BYPASS_INDICATORS' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:60: unused variable 'CREDENTIAL_MATERIAL' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:61: unused variable 'ENCRYPTED_REGIONS' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:70: unused variable 'WINDOWS_XP' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:85: unused variable 'exit_time' (60% confidence, 1 line)

intellicrack\core\analysis\memory_forensics_engine.py:89: unused variable 'handle_count' (60% confidence, 1 line)

